"ResourceType","Namespace","Type"
"Microsoft.DBforPostgreSQL/locations/performanceTiers","Microsoft.DBforPostgreSQL","locations/performanceTiers"
"Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesAzureAsyncOperation","Microsoft.DBforPostgreSQL","locations/securityAlertPoliciesAzureAsyncOperation"
"Microsoft.DBforPostgreSQL/locations/securityAlertPoliciesOperationResults","Microsoft.DBforPostgreSQL","locations/securityAlertPoliciesOperationResults"
"Microsoft.DBforPostgreSQL/locations/recommendedActionSessionsAzureAsyncOperation","Microsoft.DBforPostgreSQL","locations/recommendedActionSessionsAzureAsyncOperation"
"Microsoft.DBforPostgreSQL/locations/recommendedActionSessionsOperationResults","Microsoft.DBforPostgreSQL","locations/recommendedActionSessionsOperationResults"
"Microsoft.DBforPostgreSQL/servers/topQueryStatistics","Microsoft.DBforPostgreSQL","servers/topQueryStatistics"
"Microsoft.DBforPostgreSQL/servers/queryTexts","Microsoft.DBforPostgreSQL","servers/queryTexts"
"Microsoft.DBforPostgreSQL/servers/waitStatistics","Microsoft.DBforPostgreSQL","servers/waitStatistics"
"Microsoft.DBforPostgreSQL/servers/resetQueryPerformanceInsightData","Microsoft.DBforPostgreSQL","servers/resetQueryPerformanceInsightData"
"Microsoft.DBforPostgreSQL/servers/advisors","Microsoft.DBforPostgreSQL","servers/advisors"
"Microsoft.DBforPostgreSQL/servers/privateLinkResources","Microsoft.DBforPostgreSQL","servers/privateLinkResources"
"Microsoft.DBforPostgreSQL/servers/privateEndpointConnections","Microsoft.DBforPostgreSQL","servers/privateEndpointConnections"
"Microsoft.DBforPostgreSQL/servers/privateEndpointConnectionProxies","Microsoft.DBforPostgreSQL","servers/privateEndpointConnectionProxies"
"Microsoft.DBforPostgreSQL/servers/keys","Microsoft.DBforPostgreSQL","servers/keys"
"Microsoft.DBforPostgreSQL/locations/serverKeyAzureAsyncOperation","Microsoft.DBforPostgreSQL","locations/serverKeyAzureAsyncOperation"
"Microsoft.DBforPostgreSQL/locations/serverKeyOperationResults","Microsoft.DBforPostgreSQL","locations/serverKeyOperationResults"
"Microsoft.DBforPostgreSQL/locations/getCachedServerName","Microsoft.DBforPostgreSQL","locations/getCachedServerName"
"Microsoft.Storage/storageAccounts/storageTaskAssignments","Microsoft.Storage","storageAccounts/storageTaskAssignments"
"Microsoft.Storage/storageAccounts/encryptionScopes","Microsoft.Storage","storageAccounts/encryptionScopes"
"Microsoft.Storage/deletedAccounts","Microsoft.Storage","deletedAccounts"
"Microsoft.Storage/locations/deletedAccounts","Microsoft.Storage","locations/deletedAccounts"
"Microsoft.Storage/storageAccounts","Microsoft.Storage","storageAccounts"
"Microsoft.Storage/storageTasks","Microsoft.Storage","storageTasks"
"Microsoft.Storage/operations","Microsoft.Storage","operations"
"Microsoft.Storage/locations/asyncoperations","Microsoft.Storage","locations/asyncoperations"
"Microsoft.Storage/storageAccounts/listAccountSas","Microsoft.Storage","storageAccounts/listAccountSas"
"Microsoft.Storage/storageAccounts/listServiceSas","Microsoft.Storage","storageAccounts/listServiceSas"
"Microsoft.Storage/storageAccounts/blobServices","Microsoft.Storage","storageAccounts/blobServices"
"Microsoft.Storage/storageAccounts/tableServices","Microsoft.Storage","storageAccounts/tableServices"
"Microsoft.Storage/storageAccounts/queueServices","Microsoft.Storage","storageAccounts/queueServices"
"Microsoft.Storage/storageAccounts/fileServices","Microsoft.Storage","storageAccounts/fileServices"
"Microsoft.Storage/locations","Microsoft.Storage","locations"
"Microsoft.Storage/locations/usages","Microsoft.Storage","locations/usages"
"Microsoft.Storage/locations/deleteVirtualNetworkOrSubnets","Microsoft.Storage","locations/deleteVirtualNetworkOrSubnets"
"Microsoft.Storage/usages","Microsoft.Storage","usages"
"Microsoft.Storage/checkNameAvailability","Microsoft.Storage","checkNameAvailability"
"Microsoft.Storage/locations/checkNameAvailability","Microsoft.Storage","locations/checkNameAvailability"
"Microsoft.Storage/storageAccounts/services","Microsoft.Storage","storageAccounts/services"
"Microsoft.Storage/storageAccounts/services/metricDefinitions","Microsoft.Storage","storageAccounts/services/metricDefinitions"
"Microsoft.Storage/locations/notifyNetworkSecurityPerimeterUpdatesAvailable","Microsoft.Storage","locations/notifyNetworkSecurityPerimeterUpdatesAvailable"
"Microsoft.DevTestLab/labs/environments","Microsoft.DevTestLab","labs/environments"
"Microsoft.DevTestLab/labs","Microsoft.DevTestLab","labs"
"Microsoft.DevTestLab/schedules","Microsoft.DevTestLab","schedules"
"Microsoft.DevTestLab/labs/virtualMachines","Microsoft.DevTestLab","labs/virtualMachines"
"Microsoft.DevTestLab/labs/serviceRunners","Microsoft.DevTestLab","labs/serviceRunners"
"Microsoft.DevTestLab/operations","Microsoft.DevTestLab","operations"
"Microsoft.DevTestLab/locations","Microsoft.DevTestLab","locations"
"Microsoft.DevTestLab/locations/operations","Microsoft.DevTestLab","locations/operations"
"Microsoft.Compute/availabilitySets","Microsoft.Compute","availabilitySets"
"Microsoft.Compute/virtualMachines","Microsoft.Compute","virtualMachines"
"Microsoft.Compute/virtualMachines/extensions","Microsoft.Compute","virtualMachines/extensions"
"Microsoft.Compute/virtualMachineScaleSets","Microsoft.Compute","virtualMachineScaleSets"
"Microsoft.Compute/virtualMachineScaleSets/extensions","Microsoft.Compute","virtualMachineScaleSets/extensions"
"Microsoft.Compute/virtualMachineScaleSets/virtualMachines","Microsoft.Compute","virtualMachineScaleSets/virtualMachines"
"Microsoft.Compute/virtualMachineScaleSets/virtualMachines/extensions","Microsoft.Compute","virtualMachineScaleSets/virtualMachines/extensions"
"Microsoft.Compute/virtualMachineScaleSets/networkInterfaces","Microsoft.Compute","virtualMachineScaleSets/networkInterfaces"
"Microsoft.Compute/virtualMachineScaleSets/virtualMachines/networkInterfaces","Microsoft.Compute","virtualMachineScaleSets/virtualMachines/networkInterfaces"
"Microsoft.Compute/virtualMachineScaleSets/publicIPAddresses","Microsoft.Compute","virtualMachineScaleSets/publicIPAddresses"
"Microsoft.Compute/locations","Microsoft.Compute","locations"
"Microsoft.Compute/locations/operations","Microsoft.Compute","locations/operations"
"Microsoft.Compute/locations/vmSizes","Microsoft.Compute","locations/vmSizes"
"Microsoft.Compute/locations/runCommands","Microsoft.Compute","locations/runCommands"
"Microsoft.Compute/locations/virtualMachines","Microsoft.Compute","locations/virtualMachines"
"Microsoft.Compute/locations/virtualMachineScaleSets","Microsoft.Compute","locations/virtualMachineScaleSets"
"Microsoft.Compute/locations/publishers","Microsoft.Compute","locations/publishers"
"Microsoft.Compute/operations","Microsoft.Compute","operations"
"Microsoft.Compute/virtualMachines/runCommands","Microsoft.Compute","virtualMachines/runCommands"
"Microsoft.Compute/virtualMachineScaleSets/applications","Microsoft.Compute","virtualMachineScaleSets/applications"
"Microsoft.Compute/virtualMachines/VMApplications","Microsoft.Compute","virtualMachines/VMApplications"
"Microsoft.Compute/locations/edgeZones","Microsoft.Compute","locations/edgeZones"
"Microsoft.Compute/locations/edgeZones/vmimages","Microsoft.Compute","locations/edgeZones/vmimages"
"Microsoft.Compute/locations/edgeZones/publishers","Microsoft.Compute","locations/edgeZones/publishers"
"Microsoft.Compute/restorePointCollections","Microsoft.Compute","restorePointCollections"
"Microsoft.Compute/restorePointCollections/restorePoints","Microsoft.Compute","restorePointCollections/restorePoints"
"Microsoft.Compute/proximityPlacementGroups","Microsoft.Compute","proximityPlacementGroups"
"Microsoft.Compute/sshPublicKeys","Microsoft.Compute","sshPublicKeys"
"Microsoft.Compute/capacityReservationGroups","Microsoft.Compute","capacityReservationGroups"
"Microsoft.Compute/capacityReservationGroups/capacityReservations","Microsoft.Compute","capacityReservationGroups/capacityReservations"
"Microsoft.Compute/virtualMachines/metricDefinitions","Microsoft.Compute","virtualMachines/metricDefinitions"
"Microsoft.Compute/locations/spotEvictionRates","Microsoft.Compute","locations/spotEvictionRates"
"Microsoft.Compute/locations/spotPriceHistory","Microsoft.Compute","locations/spotPriceHistory"
"Microsoft.Compute/locations/recommendations","Microsoft.Compute","locations/recommendations"
"Microsoft.Compute/locations/sharedGalleries","Microsoft.Compute","locations/sharedGalleries"
"Microsoft.Compute/locations/communityGalleries","Microsoft.Compute","locations/communityGalleries"
"Microsoft.Compute/sharedVMImages","Microsoft.Compute","sharedVMImages"
"Microsoft.Compute/sharedVMImages/versions","Microsoft.Compute","sharedVMImages/versions"
"Microsoft.Compute/locations/artifactPublishers","Microsoft.Compute","locations/artifactPublishers"
"Microsoft.Compute/locations/capsoperations","Microsoft.Compute","locations/capsoperations"
"Microsoft.Compute/galleries","Microsoft.Compute","galleries"
"Microsoft.Compute/galleries/images","Microsoft.Compute","galleries/images"
"Microsoft.Compute/galleries/images/versions","Microsoft.Compute","galleries/images/versions"
"Microsoft.Compute/locations/galleries","Microsoft.Compute","locations/galleries"
"Microsoft.Compute/payloadGroups","Microsoft.Compute","payloadGroups"
"Microsoft.Compute/galleries/applications","Microsoft.Compute","galleries/applications"
"Microsoft.Compute/galleries/applications/versions","Microsoft.Compute","galleries/applications/versions"
"Microsoft.Compute/disks","Microsoft.Compute","disks"
"Microsoft.Compute/snapshots","Microsoft.Compute","snapshots"
"Microsoft.Compute/locations/diskoperations","Microsoft.Compute","locations/diskoperations"
"Microsoft.Compute/diskEncryptionSets","Microsoft.Compute","diskEncryptionSets"
"Microsoft.Compute/diskAccesses","Microsoft.Compute","diskAccesses"
"Microsoft.Compute/restorePointCollections/restorePoints/diskRestorePoints","Microsoft.Compute","restorePointCollections/restorePoints/diskRestorePoints"
"Microsoft.Compute/virtualMachineScaleSets/disks","Microsoft.Compute","virtualMachineScaleSets/disks"
"Microsoft.Compute/cloudServices","Microsoft.Compute","cloudServices"
"Microsoft.Compute/cloudServices/roles","Microsoft.Compute","cloudServices/roles"
"Microsoft.Compute/cloudServices/roleInstances","Microsoft.Compute","cloudServices/roleInstances"
"Microsoft.Compute/locations/csoperations","Microsoft.Compute","locations/csoperations"
"Microsoft.Compute/locations/cloudServiceOsVersions","Microsoft.Compute","locations/cloudServiceOsVersions"
"Microsoft.Compute/locations/cloudServiceOsFamilies","Microsoft.Compute","locations/cloudServiceOsFamilies"
"Microsoft.Compute/cloudServices/networkInterfaces","Microsoft.Compute","cloudServices/networkInterfaces"
"Microsoft.Compute/cloudServices/roleInstances/networkInterfaces","Microsoft.Compute","cloudServices/roleInstances/networkInterfaces"
"Microsoft.Compute/cloudServices/publicIPAddresses","Microsoft.Compute","cloudServices/publicIPAddresses"
"Microsoft.Compute/locations/usages","Microsoft.Compute","locations/usages"
"Microsoft.Compute/images","Microsoft.Compute","images"
"Microsoft.Compute/locations/diagnostics","Microsoft.Compute","locations/diagnostics"
"Microsoft.Compute/locations/diagnosticOperations","Microsoft.Compute","locations/diagnosticOperations"
"Microsoft.Compute/locations/logAnalytics","Microsoft.Compute","locations/logAnalytics"
"Microsoft.Compute/hostGroups","Microsoft.Compute","hostGroups"
"Microsoft.Compute/hostGroups/hosts","Microsoft.Compute","hostGroups/hosts"
"Microsoft.Advisor/suppressions","Microsoft.Advisor","suppressions"
"Microsoft.Advisor/configurations","Microsoft.Advisor","configurations"
"Microsoft.Advisor/metadata","Microsoft.Advisor","metadata"
"Microsoft.Advisor/recommendations","Microsoft.Advisor","recommendations"
"Microsoft.Advisor/generateRecommendations","Microsoft.Advisor","generateRecommendations"
"Microsoft.Advisor/operations","Microsoft.Advisor","operations"
"Microsoft.Advisor/advisorScore","Microsoft.Advisor","advisorScore"
"Microsoft.Advisor/predict","Microsoft.Advisor","predict"
"Microsoft.Automation/automationAccounts","Microsoft.Automation","automationAccounts"
"Microsoft.Automation/deletedAutomationAccounts","Microsoft.Automation","deletedAutomationAccounts"
"Microsoft.Automation/automationAccounts/runbooks","Microsoft.Automation","automationAccounts/runbooks"
"Microsoft.Automation/automationAccounts/configurations","Microsoft.Automation","automationAccounts/configurations"
"Microsoft.Automation/automationAccounts/webhooks","Microsoft.Automation","automationAccounts/webhooks"
"Microsoft.Automation/operations","Microsoft.Automation","operations"
"Microsoft.Automation/automationAccounts/softwareUpdateConfigurations","Microsoft.Automation","automationAccounts/softwareUpdateConfigurations"
"Microsoft.Automation/automationAccounts/softwareUpdateConfigurationRuns","Microsoft.Automation","automationAccounts/softwareUpdateConfigurationRuns"
"Microsoft.Automation/automationAccounts/softwareUpdateConfigurationMachineRuns","Microsoft.Automation","automationAccounts/softwareUpdateConfigurationMachineRuns"
"Microsoft.Automation/automationAccounts/jobs","Microsoft.Automation","automationAccounts/jobs"
"Microsoft.Automation/automationAccounts/privateLinkResources","Microsoft.Automation","automationAccounts/privateLinkResources"
"Microsoft.Automation/automationAccounts/privateEndpointConnections","Microsoft.Automation","automationAccounts/privateEndpointConnections"
"Microsoft.Automation/automationAccounts/privateEndpointConnectionProxies","Microsoft.Automation","automationAccounts/privateEndpointConnectionProxies"
"Microsoft.Automation/automationAccounts/hybridRunbookWorkerGroups","Microsoft.Automation","automationAccounts/hybridRunbookWorkerGroups"
"Microsoft.Automation/automationAccounts/hybridRunbookWorkerGroups/hybridRunbookWorkers","Microsoft.Automation","automationAccounts/hybridRunbookWorkerGroups/hybridRunbookWorkers"
"Microsoft.Automation/automationAccounts/agentRegistrationInformation","Microsoft.Automation","automationAccounts/agentRegistrationInformation"
"Microsoft.RecoveryServices/vaults","Microsoft.RecoveryServices","vaults"
"Microsoft.RecoveryServices/operations","Microsoft.RecoveryServices","operations"
"Microsoft.RecoveryServices/locations","Microsoft.RecoveryServices","locations"
"Microsoft.RecoveryServices/locations/backupStatus","Microsoft.RecoveryServices","locations/backupStatus"
"Microsoft.RecoveryServices/locations/checkNameAvailability","Microsoft.RecoveryServices","locations/checkNameAvailability"
"Microsoft.RecoveryServices/locations/allocatedStamp","Microsoft.RecoveryServices","locations/allocatedStamp"
"Microsoft.RecoveryServices/locations/allocateStamp","Microsoft.RecoveryServices","locations/allocateStamp"
"Microsoft.RecoveryServices/locations/backupValidateFeatures","Microsoft.RecoveryServices","locations/backupValidateFeatures"
"Microsoft.RecoveryServices/locations/backupPreValidateProtection","Microsoft.RecoveryServices","locations/backupPreValidateProtection"
"Microsoft.RecoveryServices/locations/backupCrrJobs","Microsoft.RecoveryServices","locations/backupCrrJobs"
"Microsoft.RecoveryServices/locations/backupCrrJob","Microsoft.RecoveryServices","locations/backupCrrJob"
